country,gender,age,relationship_status,freedom_of_choice,satisfaction
Zimbabwe,male,60,married,10,7
Zimbabwe,female,33,divorced,7,5
Zimbabwe,male,40,married,10,10
Zimbabwe,male,37,married,10,10
Zimbabwe,female,19,single,10,10
Zimbabwe,male,39,married,10,10
Zimbabwe,male,34,married,1,6
Zimbabwe,female,44,married,10,1
Zimbabwe,male,23,married,9,3
Zimbabwe,male,48,married,10,7
Zimbabwe,female,65,married,10,3
Zimbabwe,female,26,married,9,4
Zimbabwe,male,26,single,9,4
Zimbabwe,male,50,married,10,4
Zimbabwe,female,24,separated,7,2
Zimbabwe,female,21,single,7,4
Zimbabwe,female,51,widowed,10,10
Zimbabwe,female,45,married,5,5
Zimbabwe,male,35,married,10,10
Zimbabwe,male,99,single,10,5
Zimbabwe,female,35,married,4,10
Zimbabwe,male,35,married,8,5
Zimbabwe,female,30,married,3,4
Zimbabwe,male,32,married,6,4
Zimbabwe,male,27,married,6,7
Zimbabwe,male,64,married,7,7
Zimbabwe,male,58,married,10,5
Zimbabwe,female,21,single,8,7
Zimbabwe,male,71,married,4,7
Zimbabwe,female,19,single,7,6
Zimbabwe,male,18,single,5,7
Zimbabwe,male,20,single,10,1
Zimbabwe,male,53,married,8,5
Zimbabwe,female,28,married,6,7
Zimbabwe,male,24,married,6,6
Zimbabwe,female,31,separated,9,2
Zimbabwe,female,26,married,5,5
Zimbabwe,female,25,living together as married,5,10
Zimbabwe,male,22,married,6,1
Zimbabwe,female,23,married,10,10
Zimbabwe,male,45,married,7,6
Zimbabwe,female,21,married,7,5
Zimbabwe,male,24,single,7,5
Zimbabwe,female,60,married,4,3
Zimbabwe,male,59,widowed,5,5
Zimbabwe,female,46,widowed,10,1
Zimbabwe,female,32,widowed,7,7
Zimbabwe,male,19,single,6,7
Zimbabwe,female,49,married,10,6
Zimbabwe,female,46,married,9,5
Zimbabwe,male,21,single,3,2
Zimbabwe,male,28,single,7,6
Zimbabwe,female,38,married,6,7
Zimbabwe,male,39,married,9,2
Zimbabwe,female,53,married,9,8
Zimbabwe,male,25,single,2,6
Zimbabwe,female,19,married,10,5
Zimbabwe,male,20,single,6,5
Zimbabwe,female,28,married,3,3
Zimbabwe,female,30,married,7,5
Zimbabwe,male,50,married,10,1
Zimbabwe,female,35,married,10,10
Zimbabwe,female,21,married,10,8
Zimbabwe,male,36,married,10,8
Zimbabwe,male,71,married,10,8
Zimbabwe,female,61,married,8,4
Zimbabwe,male,78,married,9,6
Zimbabwe,male,22,single,3,1
Zimbabwe,female,48,married,2,1
Zimbabwe,male,18,single,10,2
Zimbabwe,female,32,married,10,10
Zimbabwe,male,18,single,8,2
Zimbabwe,male,62,married,5,1
Zimbabwe,female,62,married,7,1
Zimbabwe,female,18,single,10,5
Zimbabwe,female,38,married,10,6
Zimbabwe,male,18,single,10,7
Zimbabwe,male,42,married,5,5
Zimbabwe,female,51,married,4,1
Zimbabwe,male,62,married,10,1
Zimbabwe,female,40,married,3,1
Zimbabwe,female,38,married,10,1
Zimbabwe,male,66,married,3,1
Zimbabwe,female,73,widowed,1,1
Zimbabwe,male,30,married,10,1
Zimbabwe,female,26,single,8,8
Zimbabwe,female,48,married,3,1
Zimbabwe,male,38,married,5,1
Zimbabwe,male,22,single,8,8
Zimbabwe,female,45,married,10,2
Zimbabwe,female,34,married,10,1
Zimbabwe,female,28,single,10,5
Zimbabwe,female,38,single,8,1
Zimbabwe,male,24,married,6,2
Zimbabwe,male,50,married,4,7
Zimbabwe,female,66,separated,9,2
Zimbabwe,male,70,married,10,8
Zimbabwe,female,63,married,2,2
Zimbabwe,male,32,married,5,6
Zimbabwe,female,20,married,9,10
Zimbabwe,male,44,married,5,1
Zimbabwe,female,40,married,7,1
Zimbabwe,female,24,divorced,5,2
Zimbabwe,male,52,married,10,1
Zimbabwe,male,29,divorced,10,1
Zimbabwe,female,40,married,10,10
Zimbabwe,male,39,married,10,7
Zimbabwe,male,26,single,10,10
Zimbabwe,female,36,married,10,1
Zimbabwe,female,33,married,7,7
Zimbabwe,male,19,single,10,1
Zimbabwe,male,32,married,7,2
Zimbabwe,male,29,married,10,9
Zimbabwe,female,31,separated,10,1
Zimbabwe,male,38,married,10,8
Zimbabwe,female,37,married,10,10
Zimbabwe,male,49,married,6,1
Zimbabwe,male,46,married,9,1
Zimbabwe,female,26,married,5,5
Zimbabwe,male,45,married,10,5
Zimbabwe,male,48,married,10,1
Zimbabwe,male,25,married,10,10
Zimbabwe,male,26,married,5,1
Zimbabwe,male,26,married,1,10
Zimbabwe,male,37,married,10,5
Zimbabwe,female,30,married,9,5
Zimbabwe,female,39,married,10,1
Zimbabwe,male,61,married,10,8
Zimbabwe,female,68,widowed,4,3
Zimbabwe,male,33,married,5,10
Zimbabwe,male,34,married,6,3
Zimbabwe,male,64,married,6,3
Zimbabwe,female,39,separated,5,7
Zimbabwe,female,35,married,10,4
Zimbabwe,female,30,married,6,3
Zimbabwe,male,67,married,10,7
Zimbabwe,male,44,married,10,6
Zimbabwe,female,25,separated,10,6
Zimbabwe,female,31,divorced,10,5
Zimbabwe,female,37,married,4,6
Zimbabwe,male,55,married,5,4
Zimbabwe,male,32,married,10,1
Zimbabwe,female,24,married,10,1
Zimbabwe,male,68,married,3,1
Zimbabwe,male,45,married,2,1
Zimbabwe,female,23,married,10,4
Zimbabwe,male,19,single,8,5
Zimbabwe,female,71,widowed,10,8
Zimbabwe,female,22,married,10,4
Zimbabwe,male,59,married,2,1
Zimbabwe,female,56,married,3,1
Zimbabwe,female,26,married,10,1
Zimbabwe,female,44,married,10,3
Zimbabwe,female,25,married,10,1
Zimbabwe,female,28,married,1,1
Zimbabwe,male,34,married,10,6
Zimbabwe,female,52,married,1,1
Zimbabwe,female,67,married,1,1
Zimbabwe,male,84,married,1,1
Zimbabwe,male,28,single,10,1
Zimbabwe,male,55,married,1,1
Zimbabwe,male,71,married,10,8
Zimbabwe,female,48,married,10,8
Zimbabwe,male,21,single,9,5
Zimbabwe,female,27,married,10,1
Zimbabwe,female,62,married,10,3
Zimbabwe,male,18,single,10,10
Zimbabwe,female,71,widowed,10,1
Zimbabwe,male,21,single,10,10
Zimbabwe,male,57,married,1,1
Zimbabwe,female,47,widowed,10,10
Zimbabwe,male,65,married,5,3
Zimbabwe,female,63,married,4,6
Zimbabwe,male,23,married,10,1
Zimbabwe,female,68,widowed,10,9
Zimbabwe,female,18,married,10,6
Zimbabwe,male,27,married,10,7
Zimbabwe,female,30,married,5,10
Zimbabwe,male,31,married,10,1
Zimbabwe,female,40,married,5,4
Zimbabwe,female,23,married,4,9
Zimbabwe,male,22,single,5,1
Zimbabwe,male,42,married,1,4
Zimbabwe,female,38,married,5,5
Zimbabwe,female,19,married,5,5
Zimbabwe,male,49,married,10,1
Zimbabwe,female,24,separated,5,1
Zimbabwe,female,18,single,5,10
Zimbabwe,male,38,married,10,1
Zimbabwe,female,52,married,8,1
Zimbabwe,female,38,married,10,1
Zimbabwe,male,36,married,1,1
Zimbabwe,male,67,married,10,1
Zimbabwe,male,20,single,5,7
Zimbabwe,female,45,widowed,10,7
Zimbabwe,male,51,married,10,1
Zimbabwe,female,30,married,10,1
Zimbabwe,female,80,married,10,10
Zimbabwe,male,71,married,10,10
Zimbabwe,male,42,married,10,5
Zimbabwe,female,63,married,1,1
Zimbabwe,male,47,separated,9,1
Zimbabwe,male,29,married,1,1
Zimbabwe,male,30,married,9,10
Zimbabwe,female,60,married,8,5
Zimbabwe,female,63,widowed,1,1
Zimbabwe,male,64,single,10,8
Zimbabwe,male,83,married,4,4
Zimbabwe,female,18,married,6,5
Zimbabwe,male,20,single,10,1
Zimbabwe,male,29,married,7,5
Zimbabwe,female,53,widowed,10,3
Zimbabwe,female,26,married,10,8
Zimbabwe,male,72,married,10,10
Zimbabwe,male,21,single,10,1
Zimbabwe,female,30,married,10,1
Zimbabwe,male,37,married,10,10
Zimbabwe,female,27,married,10,1
Zimbabwe,male,23,single,5,1
Zimbabwe,female,19,single,5,1
Zimbabwe,female,24,divorced,1,1
Zimbabwe,male,30,married,7,4
Zimbabwe,female,55,divorced,1,1
Zimbabwe,female,21,married,2,10
Zimbabwe,female,44,married,10,10
Zimbabwe,male,28,single,10,1
Zimbabwe,female,28,married,7,5
Zimbabwe,female,66,married,10,10
Zimbabwe,female,60,married,10,10
Zimbabwe,female,42,widowed,10,3
Zimbabwe,male,42,single,5,7
Zimbabwe,male,24,single,2,4
Zimbabwe,male,48,married,10,10
Zimbabwe,male,30,married,10,6
Zimbabwe,male,41,married,1,1
Zimbabwe,male,31,married,10,2
Zimbabwe,female,28,married,9,1
Zimbabwe,female,51,married,10,6
Zimbabwe,female,47,married,10,10
Zimbabwe,female,60,widowed,10,10
Zimbabwe,female,35,divorced,10,1
Zimbabwe,female,52,married,10,10
Zimbabwe,female,18,single,10,6
Zimbabwe,male,22,single,10,10
Zimbabwe,female,48,married,10,1
Zimbabwe,female,58,married,10,5
Zimbabwe,female,73,widowed,1,1
Zimbabwe,female,36,married,10,1
Zimbabwe,male,53,married,10,1
Zimbabwe,female,54,married,5,5
Zimbabwe,female,42,widowed,4,5
Zimbabwe,male,44,married,10,10
Zimbabwe,female,28,single,10,5
Zimbabwe,female,31,married,5,7
Zimbabwe,male,61,divorced,10,4
Zimbabwe,male,28,single,10,4
Zimbabwe,female,58,married,10,5
Zimbabwe,female,26,single,1,1
Zimbabwe,male,29,single,10,5
Zimbabwe,male,24,single,8,5
Zimbabwe,female,33,single,10,9
Zimbabwe,male,21,single,6,5
Zimbabwe,female,18,married,4,2
Zimbabwe,female,51,widowed,3,4
Zimbabwe,male,47,married,5,1
Zimbabwe,female,65,married,10,8
Zimbabwe,female,35,married,5,1
Zimbabwe,female,59,separated,10,1
Zimbabwe,male,38,married,6,9
Zimbabwe,male,19,single,1,10
Zimbabwe,male,30,single,10,1
Zimbabwe,male,84,married,10,10
Zimbabwe,male,31,married,5,3
Zimbabwe,female,24,single,10,10
Zimbabwe,male,54,married,10,5
Zimbabwe,male,20,single,10,10
Zimbabwe,male,29,single,10,1
Zimbabwe,female,32,married,2,2
Zimbabwe,male,75,married,5,10
Zimbabwe,male,43,married,10,5
Zimbabwe,male,25,single,2,3
Zimbabwe,female,35,married,1,4
Zimbabwe,male,41,married,1,2
Zimbabwe,female,40,married,9,1
Zimbabwe,male,54,married,1,1
Zimbabwe,male,18,single,10,10
Zimbabwe,female,57,widowed,10,1
Zimbabwe,male,20,single,10,10
Zimbabwe,male,32,married,9,8
Zimbabwe,male,38,married,10,5
Zimbabwe,female,20,single,7,5
Zimbabwe,female,50,widowed,7,8
Zimbabwe,male,66,married,10,10
Zimbabwe,female,37,married,10,10
Zimbabwe,female,35,married,10,9
Zimbabwe,male,28,married,10,10
Zimbabwe,male,41,married,10,5
Zimbabwe,female,39,married,3,1
Zimbabwe,male,40,married,10,1
Zimbabwe,female,25,married,7,4
Zimbabwe,male,32,single,8,1
Zimbabwe,male,25,single,10,1
Zimbabwe,female,67,widowed,5,1
Zimbabwe,female,29,married,9,5
Zimbabwe,male,69,married,7,3
Zimbabwe,male,23,single,10,5
Zimbabwe,female,45,married,9,10
Zimbabwe,female,63,widowed,9,5
Zimbabwe,male,26,married,9,6
Zimbabwe,male,23,single,10,10
Zimbabwe,male,55,married,10,5
Zimbabwe,male,42,married,10,10
Zimbabwe,female,67,widowed,9,5
Zimbabwe,female,48,married,8,1
Zimbabwe,male,23,single,10,1
Zimbabwe,male,28,married,8,1
Zimbabwe,female,88,widowed,7,1
Zimbabwe,female,65,married,4,5
Zimbabwe,male,47,married,8,3
Zimbabwe,female,22,married,6,4
Zimbabwe,female,22,single,8,5
Zimbabwe,male,78,married,10,2
Zimbabwe,female,84,widowed,10,10
Zimbabwe,male,27,married,10,10
Zimbabwe,male,49,married,8,6
Zimbabwe,male,28,married,6,4
Zimbabwe,female,21,married,7,6
Zimbabwe,female,77,widowed,5,5
Zimbabwe,male,76,married,3,1
Zimbabwe,female,85,widowed,5,1
Zimbabwe,male,66,married,10,5
Zimbabwe,female,35,married,10,5
Zimbabwe,female,56,widowed,1,1
Zimbabwe,male,33,married,10,5
Zimbabwe,female,49,separated,5,4
Zimbabwe,male,70,married,3,1
Zimbabwe,female,42,married,5,1
Zimbabwe,female,66,widowed,5,1
Zimbabwe,male,63,widowed,5,5
Zimbabwe,female,26,married,1,1
Zimbabwe,female,21,married,10,10
Zimbabwe,male,33,married,10,10
Zimbabwe,male,41,married,8,5
Zimbabwe,female,34,married,10,5
Zimbabwe,male,48,married,10,1
Zimbabwe,female,28,married,5,5
Zimbabwe,male,45,married,8,6
Zimbabwe,male,20,single,4,1
Zimbabwe,female,50,divorced,8,3
Zimbabwe,female,62,married,10,8
Zimbabwe,male,47,married,10,1
Zimbabwe,female,25,married,8,5
Zimbabwe,male,34,single,9,10
Zimbabwe,male,35,married,10,8
Zimbabwe,female,35,married,10,8
Zimbabwe,female,18,single,10,10
Zimbabwe,female,24,married,10,5
Zimbabwe,female,42,married,8,4
Zimbabwe,male,45,married,8,3
Zimbabwe,male,70,married,2,8
Zimbabwe,female,20,married,7,7
Zimbabwe,male,23,single,9,7
Zimbabwe,male,43,married,10,8
Zimbabwe,female,18,married,10,6
Zimbabwe,male,51,married,10,1
Zimbabwe,male,23,single,5,4
Zimbabwe,female,54,married,5,1
Zimbabwe,male,46,single,3,1
Zimbabwe,female,58,widowed,8,1
Zimbabwe,female,36,widowed,10,10
Zimbabwe,male,50,divorced,10,7
Zimbabwe,male,50,married,2,4
Zimbabwe,female,39,married,8,7
Zimbabwe,female,42,widowed,10,10
Zimbabwe,male,50,married,1,1
Zimbabwe,female,25,separated,10,6
Zimbabwe,male,34,separated,9,7
Zimbabwe,female,40,separated,1,5
Zimbabwe,male,21,single,5,4
Zimbabwe,male,30,married,1,4
Zimbabwe,male,40,married,5,5
Zimbabwe,female,20,single,8,7
Zimbabwe,male,27,single,5,4
Zimbabwe,male,41,married,7,5
Zimbabwe,female,22,single,10,10
Zimbabwe,female,35,married,10,6
Zimbabwe,male,33,single,10,10
Zimbabwe,female,47,married,10,1
Zimbabwe,female,57,married,6,6
Zimbabwe,female,34,married,7,4
Zimbabwe,male,32,single,2,4
Zimbabwe,male,28,single,5,5
Zimbabwe,female,23,single,4,10
Zimbabwe,female,22,married,10,10
Zimbabwe,male,60,married,1,10
Zimbabwe,female,72,widowed,10,1
Zimbabwe,male,53,widowed,10,7
Zimbabwe,female,55,married,8,3
Zimbabwe,male,38,married,3,3
Zimbabwe,male,32,single,8,10
Zimbabwe,female,27,married,7,8
Zimbabwe,female,53,married,10,10
Zimbabwe,male,38,married,10,10
Zimbabwe,female,20,single,8,7
Zimbabwe,male,20,single,7,6
Zimbabwe,female,32,married,6,6
Zimbabwe,male,55,married,6,4
Zimbabwe,female,24,married,6,6
Zimbabwe,female,31,married,6,1
Zimbabwe,female,43,married,6,4
Zimbabwe,male,34,married,10,5
Zimbabwe,female,22,married,10,5
Zimbabwe,female,48,married,10,4
Zimbabwe,male,38,married,4,1
Tajikistan,female,45,widowed,10,5
Tajikistan,female,41,married,10,3
Tajikistan,female,51,widowed,10,5
Tajikistan,female,49,married,10,5
Tajikistan,male,62,married,10,4
Tajikistan,female,74,widowed,10,10
Tajikistan,female,29,single,10,5
Tajikistan,female,48,married,10,10
Tajikistan,female,59,married,10,10
Tajikistan,female,44,single,10,10
Tajikistan,female,56,married,10,10
Tajikistan,male,60,married,10,10
Tajikistan,female,45,single,10,4
Tajikistan,male,66,married,10,10
Tajikistan,female,56,married,10,10
Tajikistan,female,45,married,10,10
Tajikistan,female,53,widowed,10,10
Tajikistan,male,57,married,10,10
Tajikistan,male,35,married,10,10
Tajikistan,male,55,married,10,10
Tajikistan,female,34,married,10,10
Tajikistan,female,55,married,10,10
Tajikistan,male,62,married,10,10
Tajikistan,male,64,married,10,10
Tajikistan,female,52,married,10,10
Tajikistan,female,41,married,10,10
Tajikistan,female,33,married,10,10
Tajikistan,female,46,married,10,10
Tajikistan,female,67,widowed,10,10
Tajikistan,female,38,widowed,10,10
Tajikistan,female,54,married,10,10
Tajikistan,male,58,married,10,10
Tajikistan,male,72,widowed,6,10
Tajikistan,male,35,single,10,10
Tajikistan,female,54,married,10,10
Tajikistan,female,60,married,10,10
Tajikistan,male,66,married,10,10
Tajikistan,female,53,married,6,10
Tajikistan,male,71,married,10,10
Tajikistan,male,76,widowed,10,10
Tajikistan,male,38,married,6,7
Tajikistan,female,35,single,5,6
Tajikistan,male,40,married,6,8
Tajikistan,female,59,married,7,9
Tajikistan,female,36,married,8,9
Tajikistan,male,18,single,5,6
Tajikistan,male,60,married,6,6
Tajikistan,female,53,married,6,10
Tajikistan,male,60,married,5,8
Tajikistan,female,31,married,5,9
Tajikistan,female,37,married,7,7
Tajikistan,male,55,married,7,8
Tajikistan,female,48,married,6,7
Tajikistan,male,41,married,8,8
Tajikistan,female,27,married,7,8
Tajikistan,female,83,married,6,8
Tajikistan,female,19,single,8,8
Tajikistan,male,25,single,8,9
Tajikistan,male,44,married,8,7
Tajikistan,female,60,married,7,8
Tajikistan,female,28,married,7,10
Tajikistan,male,31,married,3,10
Tajikistan,male,22,single,10,10
Tajikistan,female,21,married,6,4
Tajikistan,female,59,married,10,10
Tajikistan,male,19,single,8,10
Tajikistan,male,68,married,5,10
Tajikistan,female,27,married,4,10
Tajikistan,male,32,married,7,10
Tajikistan,female,25,divorced,6,10
Tajikistan,female,20,single,10,10
Tajikistan,female,51,married,10,8
Tajikistan,male,19,single,7,10
Tajikistan,female,18,single,10,10
Tajikistan,female,56,divorced,10,10
Tajikistan,female,22,single,10,9
Tajikistan,female,22,single,10,10
Tajikistan,female,22,single,10,10
Tajikistan,female,21,single,10,10
Tajikistan,female,35,married,10,10
Tajikistan,male,44,married,8,9
Tajikistan,female,36,separated,7,4
Tajikistan,female,46,widowed,7,5
Tajikistan,male,25,single,8,7
Tajikistan,female,35,married,6,7
Tajikistan,female,41,married,7,8
Tajikistan,male,38,married,6,7
Tajikistan,female,59,divorced,7,4
Tajikistan,female,51,married,6,4
Tajikistan,female,20,single,7,8
Tajikistan,male,30,married,8,9
Tajikistan,female,73,widowed,7,7
Tajikistan,male,35,married,8,7
Tajikistan,female,42,married,7,7
Tajikistan,male,18,single,8,7
Tajikistan,female,27,married,7,5
Tajikistan,male,41,married,8,7
Tajikistan,female,64,married,8,7
Tajikistan,male,40,married,5,6
Tajikistan,female,45,married,7,8
Tajikistan,female,19,single,5,8
Tajikistan,female,57,married,8,8
Tajikistan,male,37,married,8,5
Tajikistan,female,41,married,8,8
Tajikistan,male,59,married,7,6
Tajikistan,male,71,married,8,8
Tajikistan,female,20,single,7,8
Tajikistan,female,73,widowed,9,8
Tajikistan,female,18,single,7,9
Tajikistan,male,31,married,9,3
Tajikistan,male,52,married,10,10
Tajikistan,female,46,married,9,10
Tajikistan,male,19,single,10,10
Tajikistan,female,20,single,7,5
Tajikistan,male,30,married,6,10
Tajikistan,female,24,married,6,10
Tajikistan,male,30,married,10,10
Tajikistan,male,35,married,9,9
Tajikistan,female,46,married,10,10
Tajikistan,female,45,married,5,10
Tajikistan,female,38,married,8,6
Tajikistan,male,20,single,9,7
Tajikistan,female,40,married,10,8
Tajikistan,female,72,widowed,9,4
Tajikistan,male,39,married,10,8
Tajikistan,female,27,married,9,10
Tajikistan,female,34,married,10,7
Tajikistan,male,20,single,8,7
Tajikistan,male,24,single,10,6
Tajikistan,female,28,married,10,7
Tajikistan,female,29,married,8,7
Tajikistan,male,45,married,7,6
Tajikistan,female,29,married,9,8
Tajikistan,male,53,married,7,8
Tajikistan,female,18,single,7,8
Tajikistan,female,74,widowed,6,6
Tajikistan,male,44,married,9,7
Tajikistan,female,39,married,10,7
Tajikistan,male,30,married,9,9
Tajikistan,female,34,single,10,7
Tajikistan,female,64,widowed,10,10
Tajikistan,female,39,married,10,6
Tajikistan,male,41,married,8,8
Tajikistan,female,27,married,10,8
Tajikistan,male,18,single,7,6
Tajikistan,female,70,widowed,7,8
Tajikistan,female,18,single,8,7
Tajikistan,female,37,married,10,8
Tajikistan,female,22,married,9,8
Tajikistan,female,57,married,10,8
Tajikistan,male,27,single,5,1
Tajikistan,male,22,single,6,9
Tajikistan,male,40,married,10,5
Tajikistan,male,23,single,10,6
Tajikistan,male,24,single,10,10
Tajikistan,male,20,single,5,10
Tajikistan,female,21,single,5,10
Tajikistan,male,25,single,5,10
Tajikistan,female,28,married,5,10
Tajikistan,male,24,married,5,10
Tajikistan,male,21,single,5,4
Tajikistan,female,21,divorced,10,10
Tajikistan,male,22,single,10,10
Tajikistan,male,20,single,10,10
Tajikistan,female,21,single,10,10
Tajikistan,male,20,single,10,10
Tajikistan,male,19,single,10,10
Tajikistan,male,21,single,10,10
Tajikistan,male,23,single,5,10
Tajikistan,male,22,single,1,10
Tajikistan,male,23,single,10,10
Tajikistan,male,68,married,10,10
Tajikistan,female,48,married,10,10
Tajikistan,male,44,married,10,10
Tajikistan,male,23,single,10,10
Tajikistan,female,19,single,10,10
Tajikistan,male,38,married,5,10
Tajikistan,female,40,married,10,10
Tajikistan,male,32,married,10,10
Tajikistan,male,25,single,5,10
Tajikistan,male,20,single,6,6
Tajikistan,male,25,married,5,6
Tajikistan,male,45,married,5,7
Tajikistan,male,37,married,5,5
Tajikistan,female,27,married,4,6
Tajikistan,male,44,married,7,7
Tajikistan,female,57,married,6,5
Tajikistan,female,20,single,4,5
Tajikistan,male,39,married,7,7
Tajikistan,male,64,married,5,7
Tajikistan,female,47,married,8,8
Tajikistan,male,26,married,10,9
Tajikistan,male,19,single,7,7
Tajikistan,male,23,single,9,8
Tajikistan,male,28,married,1,1
Tajikistan,female,22,married,10,10
Tajikistan,female,24,married,10,10
Tajikistan,female,29,married,10,10
Tajikistan,female,28,married,5,6
Tajikistan,female,23,single,10,10
Tajikistan,female,19,single,10,10
Tajikistan,male,32,married,10,10
Tajikistan,female,24,married,10,10
Tajikistan,male,22,single,10,10
Tajikistan,female,50,married,10,10
Tajikistan,female,36,married,10,10
Tajikistan,female,44,married,10,10
Tajikistan,female,36,married,10,5
Tajikistan,male,23,single,10,10
Tajikistan,male,24,single,10,10
Tajikistan,female,45,married,10,9
Tajikistan,female,27,married,10,10
Tajikistan,male,69,married,10,10
Tajikistan,male,23,single,10,10
Tajikistan,male,30,married,10,10
Tajikistan,female,29,married,10,10
Tajikistan,female,28,married,10,10
Tajikistan,female,35,married,10,10
Tajikistan,male,31,married,10,10
Tajikistan,male,21,single,10,10
Tajikistan,male,19,single,6,7
Tajikistan,male,23,single,7,10
Tajikistan,female,47,married,8,5
Tajikistan,female,43,married,5,10
Tajikistan,male,24,single,10,10
Tajikistan,female,21,married,5,7
Tajikistan,female,19,single,5,8
Tajikistan,male,19,single,7,6
Tajikistan,male,21,single,10,5
Tajikistan,male,23,married,10,10
Tajikistan,female,46,married,5,7
Tajikistan,female,66,married,2,7
Tajikistan,male,31,married,5,6
Tajikistan,female,23,single,6,5
Tajikistan,male,28,married,6,7
Tajikistan,male,54,married,8,10
Tajikistan,female,34,married,6,7
Tajikistan,male,45,married,4,6
Tajikistan,male,52,married,8,7
Tajikistan,female,49,divorced,7,5
Tajikistan,female,38,married,10,10
Tajikistan,female,51,married,8,5
Tajikistan,male,18,single,8,10
Tajikistan,male,40,married,5,5
Tajikistan,male,47,married,7,8
Tajikistan,female,35,married,8,9
Tajikistan,male,30,married,7,6
Tajikistan,male,23,married,6,8
Tajikistan,male,45,married,5,5
Tajikistan,female,28,married,3,4
Tajikistan,male,26,married,10,10
Tajikistan,female,19,single,6,9
Tajikistan,female,21,single,4,6
Tajikistan,male,26,single,9,8
Tajikistan,male,28,married,6,6
Tajikistan,female,31,married,6,6
Tajikistan,female,18,single,5,6
Tajikistan,male,18,single,7,6
Tajikistan,female,48,single,6,6
Tajikistan,male,32,married,7,6
Tajikistan,female,28,married,6,5
Tajikistan,female,29,single,5,10
Tajikistan,male,19,single,7,8
Tajikistan,male,23,single,5,7
Tajikistan,female,59,married,10,10
Tajikistan,male,51,married,10,10
Tajikistan,male,50,married,10,10
Tajikistan,male,48,married,5,5
Tajikistan,male,38,married,10,10
Tajikistan,male,38,married,8,10
Tajikistan,male,41,married,6,6
Tajikistan,female,34,married,8,6
Tajikistan,female,18,single,3,6
Tajikistan,male,24,single,6,7
Tajikistan,male,29,married,6,8
Tajikistan,female,20,single,6,5
Tajikistan,male,34,married,6,7
Tajikistan,male,19,single,7,8
Tajikistan,male,59,married,7,7
Tajikistan,male,32,married,7,9
Tajikistan,male,24,single,7,8
Tajikistan,male,35,married,7,8
Tajikistan,male,22,single,7,8
Tajikistan,male,18,single,5,6
Tajikistan,female,48,married,8,5
Tajikistan,male,57,married,7,6
Tajikistan,female,22,single,7,6
Tajikistan,female,31,married,4,6
Tajikistan,male,48,married,7,10
Tajikistan,male,40,married,8,9
Tajikistan,male,30,married,7,7
Tajikistan,male,51,married,7,8
Tajikistan,female,21,single,7,7
Tajikistan,male,19,single,7,7
Tajikistan,female,64,married,7,7
Tajikistan,male,29,married,7,5
Tajikistan,female,44,married,8,7
Tajikistan,male,29,married,6,8
Tajikistan,male,59,married,9,6
Tajikistan,male,62,married,10,10
Tajikistan,male,48,married,10,10
Tajikistan,male,45,married,10,10
Tajikistan,female,18,single,5,10
Tajikistan,female,30,married,10,10
Tajikistan,male,27,married,10,8
Tajikistan,female,23,married,5,10
Tajikistan,male,52,married,10,10
Tajikistan,male,37,married,8,8
Tajikistan,male,23,single,8,8
Tajikistan,male,21,single,10,10
Tajikistan,male,50,married,10,7
Tajikistan,male,53,single,10,10
Tajikistan,female,42,married,10,10
Tajikistan,female,34,married,1,10
Tajikistan,male,28,married,10,10
Tajikistan,male,21,single,6,7
Tajikistan,male,60,married,6,5
Tajikistan,male,27,married,6,6
Tajikistan,male,32,married,6,5
Tajikistan,female,25,married,6,6
Tajikistan,male,44,married,7,9
Tajikistan,female,62,married,10,8
Tajikistan,male,22,single,5,6
Tajikistan,female,34,married,6,7
Tajikistan,male,51,married,10,10
Tajikistan,female,59,married,10,10
Tajikistan,female,24,married,10,10
Tajikistan,female,35,married,10,10
Tajikistan,female,27,married,10,10
Tajikistan,female,30,married,10,10
Tajikistan,male,63,widowed,6,9
Tajikistan,female,55,married,7,7
Tajikistan,female,20,single,6,7
Tajikistan,male,39,married,10,7
Tajikistan,female,23,single,7,9
Tajikistan,female,19,single,8,10
Tajikistan,male,37,married,8,9
Tajikistan,male,21,single,5,4
Tajikistan,male,20,single,7,9
Tajikistan,male,23,single,3,5
Tajikistan,female,25,married,10,10
Tajikistan,male,40,married,5,6
Tajikistan,female,41,married,10,10
Tajikistan,male,45,married,5,5
Tajikistan,male,27,married,6,6
Tajikistan,female,32,married,6,6
Tajikistan,female,55,married,6,6
Tajikistan,female,47,married,5,6
Tajikistan,male,28,married,6,5
Tajikistan,female,24,married,5,6
Tajikistan,male,38,married,5,4
Tajikistan,female,50,married,10,10
Tajikistan,male,31,divorced,7,8
Tajikistan,male,27,married,7,7
Tajikistan,female,32,married,6,7
Tajikistan,male,29,married,8,7
Tajikistan,female,24,single,6,8
Tajikistan,male,31,married,9,7
Tajikistan,male,18,single,7,7
Tajikistan,female,19,single,6,5
Tajikistan,female,35,married,7,6
Tajikistan,male,37,single,6,8
Tajikistan,male,21,single,5,7
Tajikistan,male,29,married,5,6
Tajikistan,male,37,married,6,5
Tajikistan,male,37,married,9,10
Tajikistan,female,20,single,6,5
Tajikistan,male,18,single,5,8
Tajikistan,male,20,single,10,10
Tajikistan,female,51,divorced,10,10
Tajikistan,male,66,widowed,10,10
Tajikistan,male,25,single,10,10
Tajikistan,male,28,married,10,10
Tajikistan,male,34,married,10,10
