country,gender,age,relationship_status,freedom_of_choice,satisfaction
Andorra,female,60,married,10,10
Andorra,male,47,living together as married,9,9
Andorra,male,48,separated,9,9
Andorra,female,62,living together as married,9,8
Andorra,male,49,living together as married,8,7
Andorra,female,51,married,10,10
Andorra,female,33,married,10,5
Andorra,male,55,widowed,8,8
Andorra,female,40,single,8,8
Andorra,female,38,living together as married,10,10
Andorra,male,54,married,9,8
Andorra,male,39,married,8,8
Andorra,female,44,living together as married,10,10
Andorra,female,53,married,7,7
Andorra,female,43,separated,10,10
Andorra,male,33,single,3,1
Andorra,male,21,single,7,8
Andorra,female,61,married,10,8
Andorra,female,47,separated,9,8
Andorra,female,51,married,5,9
Andorra,female,43,married,10,10
Andorra,female,38,single,10,10
Andorra,female,30,living together as married,8,9
Andorra,male,18,single,9,9
Andorra,female,18,single,10,7
Andorra,male,39,separated,9,10
Andorra,female,63,married,8,9
Andorra,female,66,married,7,7
Andorra,female,48,married,6,9
Andorra,male,60,married,6,6
Andorra,female,60,married,9,9
Andorra,male,70,married,7,7
Andorra,male,66,living together as married,7,6
Andorra,female,41,living together as married,10,10
Andorra,male,43,separated,8,7
Andorra,male,58,living together as married,1,9
Andorra,male,51,living together as married,9,9
Andorra,female,71,divorced,6,8
Andorra,male,51,living together as married,4,6
Andorra,female,60,married,5,7
Andorra,female,54,separated,3,5
Andorra,female,55,divorced,8,7
Andorra,male,53,divorced,4,7
Andorra,male,47,single,4,5
Andorra,male,43,married,8,7
Andorra,female,47,single,4,6
Andorra,female,29,living together as married,7,4
Andorra,female,29,living together as married,8,8
Andorra,female,27,living together as married,5,3
Andorra,female,66,married,5,5
Andorra,female,61,separated,8,7
Andorra,female,27,single,6,5
Andorra,female,30,living together as married,7,7
Andorra,male,49,single,8,7
Andorra,male,26,single,8,7
Andorra,female,41,divorced,7,7
Andorra,female,71,widowed,9,6
Andorra,female,58,separated,5,8
Andorra,female,60,single,8,8
Andorra,male,37,single,8,8
Andorra,female,58,married,1,8
Andorra,male,32,single,8,8
Andorra,male,28,single,4,5
Andorra,male,48,married,8,8
Andorra,male,37,married,10,9
Andorra,female,35,married,8,7
Andorra,female,31,single,9,6
Andorra,female,47,married,10,9
Andorra,male,27,single,6,7
Andorra,female,57,married,7,7
Andorra,male,34,single,9,9
Andorra,female,55,living together as married,3,7
Andorra,female,22,single,9,10
Andorra,female,55,married,2,5
Andorra,female,51,widowed,5,5
Andorra,female,86,married,2,9
Andorra,female,18,single,8,7
Andorra,male,32,living together as married,10,8
Andorra,female,72,married,1,7
Andorra,female,40,married,3,6
Andorra,female,48,married,3,8
Andorra,female,57,married,3,8
Andorra,male,22,living together as married,6,8
Andorra,female,64,married,1,6
Andorra,female,47,married,4,7
Andorra,female,54,married,10,8
Andorra,female,33,married,9,10
Andorra,female,71,married,1,10
Andorra,male,66,married,5,8
Andorra,female,49,married,10,10
Andorra,female,53,separated,9,10
Andorra,female,39,married,10,10
Andorra,female,52,married,1,6
Andorra,female,30,married,8,6
Andorra,female,49,living together as married,8,9
Andorra,female,68,married,9,9
Andorra,male,36,single,8,9
Andorra,female,37,married,9,9
Andorra,female,48,living together as married,8,6
Andorra,female,61,widowed,9,8
Andorra,male,46,married,9,8
Andorra,female,42,married,8,8
Andorra,male,21,single,10,10
Andorra,female,20,single,10,8
Andorra,female,50,widowed,5,6
Andorra,female,75,widowed,8,8
Andorra,female,46,separated,9,9
Andorra,female,55,married,4,9
Andorra,female,32,living together as married,7,10
Andorra,male,56,divorced,6,7
Andorra,female,83,widowed,10,10
Andorra,male,67,married,1,10
Andorra,male,32,married,10,8
Andorra,male,51,married,10,10
Andorra,female,45,single,9,9
Andorra,female,59,married,9,9
Andorra,female,48,living together as married,10,10
Andorra,female,67,married,10,10
Andorra,male,68,married,10,10
Andorra,male,66,married,10,10
Andorra,female,39,married,10,10
Andorra,male,86,married,10,10
Andorra,female,46,single,5,10
Andorra,female,49,living together as married,10,9
Andorra,female,45,married,8,5
Andorra,male,32,married,10,10
Andorra,female,30,single,8,6
Andorra,female,38,divorced,7,5
Andorra,male,24,single,4,4
Andorra,male,37,single,7,8
Andorra,male,28,single,1,7
Andorra,male,30,single,9,8
Andorra,female,31,single,8,9
Andorra,female,32,divorced,7,8
Andorra,female,29,married,5,3
Andorra,female,30,married,7,7
Andorra,female,41,divorced,5,7
Andorra,male,46,separated,8,8
Andorra,female,48,living together as married,8,8
Andorra,female,50,divorced,8,6
Andorra,male,27,living together as married,7,5
Andorra,female,37,single,5,7
Andorra,female,54,married,9,6
Andorra,male,47,single,10,8
Andorra,male,41,single,6,7
Andorra,female,24,single,9,9
Andorra,male,30,single,6,6
Andorra,male,49,married,3,4
Andorra,female,41,divorced,6,8
Andorra,male,34,separated,4,4
Andorra,male,56,single,5,5
Andorra,male,44,divorced,4,5
Andorra,male,59,married,7,7
Andorra,male,47,single,4,2
Andorra,male,52,single,5,5
Andorra,male,30,married,10,10
Andorra,female,29,married,9,9
Andorra,male,36,single,6,7
Andorra,female,50,married,7,6
Andorra,male,62,widowed,8,8
Andorra,male,42,living together as married,4,6
Andorra,female,28,married,5,4
Andorra,male,38,living together as married,6,7
Andorra,male,48,married,9,9
Andorra,female,34,living together as married,9,9
Andorra,female,33,living together as married,8,7
Andorra,male,45,separated,7,7
Andorra,male,42,married,9,7
Andorra,male,50,living together as married,6,5
Andorra,female,30,married,5,5
Andorra,female,51,single,9,9
Andorra,male,68,widowed,7,5
Andorra,female,33,married,9,7
Andorra,male,47,divorced,6,5
Andorra,female,58,married,9,9
Andorra,female,46,married,8,7
Andorra,male,58,married,6,8
Andorra,female,41,living together as married,8,8
Andorra,male,56,married,9,9
Andorra,female,30,married,5,7
Andorra,female,62,married,6,8
Andorra,male,41,single,7,7
Andorra,female,39,separated,7,3
Andorra,male,47,single,8,8
Andorra,male,71,widowed,9,5
Andorra,female,79,married,2,10
Andorra,male,34,married,7,8
Andorra,male,50,separated,8,8
Andorra,female,62,married,7,8
Andorra,male,60,married,10,10
Andorra,female,90,married,10,6
Andorra,male,44,married,8,8
Andorra,female,50,divorced,10,10
Andorra,female,34,married,1,6
Andorra,female,69,married,10,10
Andorra,male,30,single,8,9
Andorra,male,33,married,7,8
Andorra,female,65,divorced,3,2
Andorra,male,61,married,5,7
Andorra,female,59,widowed,6,7
Andorra,male,33,single,6,7
Andorra,male,50,married,1,8
Andorra,female,39,married,7,9
Andorra,female,48,separated,4,10
Andorra,male,36,single,10,10
Andorra,male,71,separated,8,7
Andorra,male,47,married,10,10
Andorra,female,39,single,8,6
Andorra,male,65,living together as married,7,7
Andorra,male,39,married,8,7
Andorra,female,42,separated,10,10
Andorra,male,39,single,9,9
Andorra,male,43,married,10,9
Andorra,female,40,married,3,8
Andorra,male,23,single,5,8
Andorra,male,20,single,5,9
Andorra,male,59,living together as married,4,5
Andorra,male,65,married,5,5
Andorra,female,37,separated,7,6
Andorra,female,53,married,9,9
Andorra,female,56,single,5,5
Andorra,female,39,separated,6,6
Andorra,male,74,married,8,7
Andorra,male,69,married,10,10
Andorra,male,58,married,2,4
Andorra,female,78,single,5,5
Andorra,female,41,married,8,9
Andorra,female,66,widowed,9,8
Andorra,male,47,married,8,8
Andorra,male,24,living together as married,7,8
Andorra,male,64,married,4,5
Andorra,female,32,living together as married,8,8
Andorra,female,68,married,9,8
Andorra,female,26,living together as married,8,9
Andorra,male,59,married,10,8
Andorra,female,34,living together as married,10,10
Andorra,female,73,married,6,7
Andorra,male,70,married,5,6
Andorra,female,51,married,10,7
Andorra,female,63,separated,10,10
Andorra,male,49,single,7,5
Andorra,female,25,single,6,8
Andorra,female,66,married,3,5
Andorra,male,49,single,8,8
Andorra,female,53,married,7,7
Andorra,male,77,married,8,8
Andorra,male,46,married,7,9
Andorra,female,67,married,5,6
Andorra,female,40,married,10,10
Andorra,female,31,living together as married,8,10
Andorra,female,22,living together as married,10,7
Andorra,female,45,married,10,8
Andorra,female,33,living together as married,3,10
Andorra,female,55,married,7,8
Andorra,female,62,widowed,10,10
Andorra,female,41,married,6,9
Andorra,male,27,living together as married,10,10
Andorra,female,24,living together as married,10,10
Andorra,male,67,married,8,9
Andorra,female,41,married,10,7
Andorra,male,24,single,9,9
Andorra,female,46,married,8,8
Andorra,male,37,living together as married,10,10
Andorra,male,52,married,10,10
Andorra,male,51,married,8,8
Andorra,female,24,living together as married,5,9
Andorra,female,26,divorced,10,9
Andorra,female,21,living together as married,10,10
Andorra,female,44,married,10,10
Andorra,male,28,living together as married,6,9
Andorra,female,70,married,2,8
Andorra,male,49,married,7,7
Andorra,male,59,married,10,8
Andorra,male,37,single,8,8
Andorra,female,18,single,5,6
Andorra,male,62,widowed,4,3
Andorra,female,49,widowed,6,6
Andorra,female,61,married,7,7
Andorra,male,58,married,4,3
Andorra,male,42,married,8,6
Andorra,female,47,married,4,5
Andorra,male,57,married,6,5
Andorra,female,41,married,8,8
Andorra,male,47,married,8,6
Andorra,male,37,living together as married,8,7
Andorra,male,41,married,7,7
Andorra,male,28,single,8,8
Andorra,female,54,married,8,8
Andorra,female,40,married,6,8
Andorra,female,68,married,8,8
Andorra,male,33,single,9,9
Andorra,male,52,living together as married,5,5
Andorra,female,57,widowed,8,8
Andorra,female,58,married,7,6
Andorra,male,20,single,9,8
Andorra,female,32,single,10,10
Andorra,male,73,married,7,8
Andorra,female,40,married,10,10
Andorra,female,58,married,9,9
Andorra,male,48,married,8,8
Andorra,male,48,single,10,9
Andorra,female,65,widowed,8,6
Andorra,male,40,married,8,8
Andorra,male,67,married,10,10
Andorra,male,48,married,8,7
Andorra,female,86,widowed,10,8
Andorra,female,55,married,5,4
Andorra,female,58,married,5,6
Andorra,female,80,widowed,7,8
Andorra,male,52,married,6,2
Andorra,female,54,separated,8,6
Andorra,female,62,married,6,4
Andorra,female,34,single,5,8
Andorra,female,53,married,5,7
Andorra,male,27,single,6,9
Andorra,female,48,married,5,5
Andorra,female,23,single,8,5
Andorra,male,46,single,9,9
Andorra,male,56,married,7,8
Andorra,male,43,single,8,9
Andorra,male,48,divorced,8,9
Andorra,female,56,married,4,9
Andorra,female,37,living together as married,10,10
Andorra,female,43,married,5,5
Andorra,male,83,widowed,9,8
Andorra,male,45,single,6,7
Andorra,female,24,living together as married,8,8
Andorra,male,52,married,9,8
Andorra,female,27,living together as married,10,10
Andorra,male,58,divorced,9,8
Andorra,male,59,living together as married,8,8
Andorra,male,38,living together as married,8,6
Andorra,male,62,married,7,7
Andorra,female,49,married,7,10
Andorra,male,40,married,5,8
Andorra,male,33,single,8,7
Andorra,male,52,living together as married,7,8
Andorra,female,35,married,8,7
Andorra,male,35,living together as married,8,7
Andorra,male,50,living together as married,8,8
Andorra,female,30,living together as married,8,9
Andorra,female,43,married,8,8
Andorra,male,49,married,8,8
Andorra,male,52,living together as married,8,8
Andorra,male,47,married,7,7
Andorra,female,35,living together as married,7,7
Andorra,female,70,widowed,8,8
Andorra,female,47,single,8,8
Andorra,male,35,married,8,8
Andorra,female,58,living together as married,6,6
Andorra,male,72,separated,8,8
Andorra,female,60,married,10,10
Andorra,female,30,single,8,8
Andorra,male,41,living together as married,10,10
Andorra,female,85,widowed,7,7
Andorra,male,48,separated,8,8
Andorra,male,20,single,8,7
Andorra,male,81,married,7,6
Andorra,male,45,living together as married,8,6
Andorra,female,35,married,9,9
Andorra,male,39,living together as married,9,9
Andorra,male,38,married,8,7
Andorra,male,33,single,6,6
Andorra,female,37,married,5,5
Andorra,male,50,married,4,5
Andorra,female,58,married,8,4
Andorra,male,55,married,8,5
Andorra,female,57,married,1,10
Andorra,female,74,widowed,8,9
Andorra,male,38,living together as married,8,9
Andorra,male,32,living together as married,8,9
Andorra,female,57,married,10,5
Andorra,female,44,living together as married,7,7
Andorra,female,22,single,7,9
Andorra,female,43,single,5,7
Andorra,female,55,divorced,5,5
Andorra,male,46,living together as married,9,7
Andorra,male,41,separated,9,8
Andorra,male,42,married,10,9
Andorra,female,57,widowed,6,4
Andorra,male,46,living together as married,10,9
Andorra,male,73,married,6,5
Andorra,female,53,divorced,10,7
Andorra,female,77,divorced,8,5
Andorra,female,38,married,8,8
Andorra,male,63,divorced,6,7
Andorra,female,55,separated,6,6
Andorra,female,71,married,5,6
Andorra,female,57,living together as married,8,7
Andorra,female,33,married,6,8
Andorra,female,45,separated,7,8
Andorra,female,38,married,8,8
Andorra,female,23,single,5,4
Andorra,female,52,married,5,8
Andorra,female,18,single,5,8
Andorra,male,18,single,10,8
Andorra,male,66,married,5,8
Andorra,female,52,married,8,9
Andorra,male,87,widowed,9,9
Andorra,female,32,single,10,10
Andorra,male,78,single,5,6
Andorra,female,36,separated,8,7
Andorra,male,48,married,9,7
Andorra,female,56,married,8,7
Andorra,female,44,single,10,10
Andorra,male,38,living together as married,7,7
Andorra,female,33,married,8,7
Andorra,male,56,married,8,8
Andorra,male,35,married,9,9
Andorra,male,68,married,8,7
Andorra,female,18,single,8,7
Andorra,female,23,living together as married,8,6
Andorra,male,32,separated,8,8
Andorra,female,25,single,9,8
Andorra,male,51,divorced,8,8
Andorra,female,46,married,7,8
Andorra,male,18,single,9,10
Andorra,female,18,single,9,8
Andorra,male,33,married,8,6
Andorra,male,28,living together as married,8,7
Andorra,male,33,living together as married,8,6
Andorra,male,42,single,5,8
Andorra,female,60,widowed,7,7
Andorra,male,28,single,10,7
Andorra,male,21,living together as married,6,3
Andorra,female,30,single,9,9
Andorra,female,33,single,10,8
Andorra,female,27,living together as married,8,6
Andorra,male,50,married,8,9
Andorra,male,48,single,7,6
Andorra,female,34,married,6,7
Andorra,male,44,married,8,8
Andorra,female,43,married,8,8
Andorra,male,52,married,7,6
Andorra,female,48,married,5,5
Andorra,male,68,married,8,7
Andorra,male,62,married,7,5
Andorra,female,27,single,5,4
Andorra,male,29,living together as married,5,4
Andorra,male,44,married,4,3
Andorra,male,38,married,5,4
Andorra,female,31,living together as married,3,4
Andorra,female,62,married,8,4
Andorra,female,42,married,6,4
Andorra,male,49,married,6,7
Andorra,female,54,married,8,6
Andorra,female,29,single,7,8
Andorra,male,54,married,8,9
Andorra,male,24,single,9,8
Andorra,female,58,married,7,7
Andorra,female,55,married,5,4
Andorra,female,47,married,7,6
Andorra,female,38,married,7,6
Andorra,female,51,married,5,4
Andorra,male,68,married,8,7
Andorra,female,44,married,6,7
Andorra,female,64,married,7,6
Andorra,male,71,married,7,8
Andorra,male,80,single,9,9
Andorra,female,60,married,5,8
Andorra,female,42,married,5,5
Andorra,female,72,married,7,8
Andorra,female,54,married,8,8
Andorra,male,39,married,7,7
Andorra,male,74,widowed,8,8
Andorra,male,49,married,10,10
Andorra,female,37,single,10,8
Andorra,female,58,married,8,8
Andorra,male,26,living together as married,9,8
Andorra,male,21,single,7,7
Andorra,female,30,single,8,7
Andorra,female,24,single,9,7
Andorra,male,24,single,9,8
Andorra,male,58,divorced,8,8
Andorra,female,61,married,10,9
Andorra,female,49,widowed,9,9
Andorra,female,38,single,10,10
Andorra,male,58,living together as married,9,7
Andorra,male,45,single,8,8
Andorra,male,53,married,5,8
Andorra,female,70,widowed,8,6
Andorra,female,22,single,7,6
Andorra,male,30,living together as married,10,10
Andorra,female,22,living together as married,8,10
Andorra,male,33,living together as married,7,7
Andorra,male,56,living together as married,10,8
Andorra,male,68,separated,5,6
Andorra,female,53,separated,9,9
Andorra,female,51,married,9,9
Andorra,female,68,widowed,8,5
Andorra,female,60,married,9,8
Andorra,female,83,widowed,2,7
Andorra,female,45,married,9,9
Andorra,male,28,single,9,9
Andorra,female,33,married,8,9
Andorra,female,41,married,5,7
Andorra,male,52,married,7,8
Andorra,female,27,living together as married,5,8
Andorra,female,25,single,9,7
Andorra,female,34,living together as married,8,9
Andorra,male,38,living together as married,9,7
Andorra,female,46,separated,6,8
Andorra,male,48,living together as married,8,7
Andorra,female,53,married,10,10
Andorra,male,48,single,8,7
Andorra,female,32,married,8,8
Andorra,female,20,single,8,5
Andorra,female,41,living together as married,4,3
Andorra,male,38,living together as married,10,7
Andorra,male,52,married,7,6
Andorra,male,38,single,6,6
Andorra,female,58,married,6,7
Andorra,female,44,married,6,4
Andorra,male,38,single,7,7
Andorra,male,54,married,6,6
Andorra,female,45,married,8,8
Andorra,male,63,married,8,8
Andorra,female,65,married,8,8
Andorra,male,18,single,7,10
Andorra,male,19,single,9,7
Andorra,female,34,living together as married,6,6
Andorra,male,42,married,7,7
Andorra,female,37,separated,7,7
Andorra,male,35,separated,10,10
Andorra,female,50,living together as married,8,8
Andorra,female,68,married,7,10
Andorra,female,34,married,5,5
Andorra,female,19,single,8,8
Andorra,male,50,divorced,8,8
Andorra,female,52,married,8,8
Andorra,male,48,married,9,7
Andorra,female,48,married,6,8
Andorra,female,33,single,10,10
Andorra,female,57,living together as married,6,6
Andorra,male,77,married,6,6
Andorra,female,68,married,8,8
Andorra,male,82,widowed,5,5
Andorra,female,58,married,4,6
Andorra,female,90,widowed,9,5
Andorra,female,51,married,10,10
Andorra,male,53,married,10,7
Andorra,female,34,married,7,7
Andorra,female,31,living together as married,10,8
Andorra,female,50,married,10,10
Andorra,female,38,married,10,10
Andorra,male,34,married,10,8
Andorra,male,36,divorced,8,8
Andorra,female,49,living together as married,10,10
Andorra,female,29,living together as married,10,10
Andorra,male,37,married,8,8
Andorra,female,47,married,10,10
Andorra,female,26,married,10,10
Andorra,male,30,married,10,10
Andorra,female,44,separated,10,8
Andorra,male,63,divorced,6,7
Andorra,male,34,living together as married,7,8
Andorra,male,73,married,2,10
Andorra,female,36,married,4,10
Andorra,male,42,married,8,6
Andorra,female,42,married,6,5
Andorra,male,46,married,10,9
Andorra,female,46,married,10,9
Andorra,male,42,married,6,8
Andorra,female,33,single,6,7
Andorra,female,59,married,6,6
Andorra,female,51,single,7,6
Andorra,female,32,single,7,7
Andorra,female,34,living together as married,7,6
Andorra,female,72,widowed,7,7
Andorra,female,58,married,7,5
Andorra,female,29,living together as married,7,8
Andorra,male,38,separated,6,6
Andorra,male,46,married,5,5
Andorra,male,37,married,7,7
Andorra,female,30,single,6,6
Andorra,male,41,married,7,6
Andorra,female,66,single,10,5
Andorra,female,65,widowed,8,3
Andorra,female,78,widowed,5,4
Andorra,female,65,divorced,7,7
Andorra,female,36,living together as married,7,7
Andorra,male,47,married,7,7
Andorra,female,53,married,8,7
Andorra,female,29,single,8,8
Andorra,female,37,divorced,4,6
Andorra,female,61,divorced,7,7
Andorra,female,22,single,9,8
Andorra,female,62,widowed,3,3
Andorra,male,23,single,10,9
Andorra,female,28,married,9,7
Andorra,male,20,single,10,8
Andorra,male,24,living together as married,9,8
Andorra,female,26,living together as married,8,7
Andorra,female,38,single,6,6
Andorra,male,29,single,6,8
Andorra,female,40,married,7,7
Andorra,female,52,married,8,7
Andorra,female,18,single,10,9
Andorra,female,88,widowed,9,9
Andorra,female,24,living together as married,10,9
Andorra,female,56,married,5,8
Andorra,male,23,single,8,8
Andorra,male,26,single,9,9
Andorra,male,24,living together as married,7,8
Andorra,male,24,single,9,8
Andorra,female,37,married,9,9
Andorra,female,30,married,9,9
Andorra,male,51,divorced,9,8
Andorra,male,47,separated,8,8
Andorra,female,80,widowed,6,7
Andorra,female,69,married,6,5
Andorra,male,64,married,9,8
Andorra,male,52,married,6,7
Andorra,male,74,married,7,6
Andorra,female,80,widowed,6,6
Andorra,female,23,single,9,8
Andorra,female,62,separated,8,7
Andorra,male,53,married,9,7
Andorra,male,52,separated,8,8
Andorra,female,81,widowed,10,6
Andorra,female,60,married,9,8
Andorra,female,37,separated,9,9
Andorra,male,54,married,10,10
Andorra,female,33,separated,9,9
Andorra,female,55,single,9,8
Andorra,male,22,living together as married,9,7
Andorra,female,56,married,10,8
Andorra,male,36,single,8,7
Andorra,male,44,single,9,6
Andorra,male,55,married,8,7
Andorra,female,56,living together as married,7,8
Andorra,female,53,married,5,10
Andorra,female,48,married,9,9
Andorra,male,44,married,8,9
Andorra,male,47,married,6,9
Andorra,female,55,divorced,7,7
Andorra,female,49,married,10,10
Andorra,male,47,living together as married,7,7
Andorra,male,50,living together as married,8,7
Andorra,male,49,living together as married,7,8
Andorra,male,45,separated,8,8
Andorra,female,60,separated,10,10
Andorra,female,42,separated,10,10
Andorra,male,37,single,6,6
Andorra,female,48,living together as married,8,7
Andorra,female,67,single,9,7
Andorra,male,52,separated,10,10
Andorra,female,24,single,9,8
Andorra,male,63,married,8,8
Andorra,male,55,living together as married,7,7
Andorra,male,41,living together as married,8,10
Andorra,female,35,married,10,10
Andorra,female,38,separated,6,8
Andorra,male,23,single,10,9
Andorra,male,23,single,8,8
Andorra,male,21,single,7,6
Andorra,female,23,single,10,8
Andorra,female,18,single,7,8
Andorra,female,23,single,8,8
Andorra,female,18,single,8,9
Andorra,female,23,single,8,7
Andorra,female,20,single,8,7
Andorra,female,21,single,4,6
Andorra,female,23,single,7,8
Andorra,female,26,single,9,7
Andorra,male,23,single,8,6
Andorra,male,32,single,9,8
Andorra,male,38,single,7,7
Andorra,male,66,married,9,6
Andorra,male,50,married,7,6
Andorra,female,48,widowed,7,7
Andorra,female,56,living together as married,5,5
Andorra,female,63,married,5,3
Andorra,female,58,widowed,4,4
Andorra,female,42,married,9,6
Andorra,male,39,living together as married,8,8
Andorra,female,26,single,9,8
Andorra,male,26,single,10,9
Andorra,female,52,divorced,10,10
Andorra,female,37,single,7,7
Andorra,female,36,married,10,10
Andorra,female,26,single,8,8
Andorra,female,55,married,5,5
Andorra,male,45,single,6,6
Andorra,male,54,living together as married,8,7
Andorra,female,40,married,6,7
Andorra,male,24,single,8,6
Andorra,male,48,married,7,6
Andorra,female,72,widowed,5,7
Andorra,male,30,divorced,7,7
Andorra,male,56,married,7,7
Andorra,female,47,divorced,7,7
Andorra,female,44,divorced,7,7
Andorra,male,47,married,5,5
Andorra,male,21,single,8,8
Andorra,female,20,single,9,8
Andorra,male,31,single,8,7
Andorra,female,22,separated,9,7
Andorra,male,39,married,8,10
Andorra,male,25,single,8,7
Andorra,male,25,single,9,8
Andorra,male,24,single,8,8
Andorra,male,23,single,8,8
Andorra,female,31,living together as married,10,8
Andorra,male,42,widowed,8,8
Andorra,female,38,married,8,8
Andorra,male,40,married,9,9
Andorra,female,53,divorced,10,7
Andorra,female,49,separated,4,2
Andorra,female,23,living together as married,5,6
Andorra,male,78,married,8,8
Andorra,female,63,separated,6,8
Andorra,male,67,married,7,7
Andorra,female,86,divorced,7,4
Andorra,female,40,married,7,7
Andorra,female,20,single,7,6
Andorra,female,76,widowed,5,8
Andorra,male,53,separated,9,7
Andorra,female,36,separated,9,8
Andorra,male,59,separated,9,7
Andorra,female,58,married,6,7
Andorra,female,73,married,7,7
Andorra,male,62,married,8,8
Andorra,female,28,married,5,7
Andorra,male,44,married,10,10
Andorra,male,44,married,8,8
Andorra,female,47,married,5,8
Andorra,male,72,married,10,10
Andorra,female,81,widowed,7,8
Andorra,male,82,single,4,5
Andorra,male,54,married,9,10
Andorra,male,62,married,8,8
Andorra,male,62,married,10,10
Andorra,male,68,married,7,9
Andorra,male,38,married,9,9
Andorra,male,64,married,8,6
Andorra,female,46,divorced,10,9
Andorra,male,46,divorced,10,6
Andorra,male,47,married,3,8
Andorra,male,39,living together as married,10,10
Andorra,male,22,single,3,8
Andorra,male,28,single,2,4
Andorra,male,63,married,5,9
Andorra,female,41,married,7,8
Andorra,female,60,divorced,5,7
Andorra,female,53,married,10,6
Andorra,female,53,married,10,9
Andorra,female,52,separated,7,4
Andorra,female,25,single,7,6
Andorra,female,46,living together as married,10,10
Andorra,female,76,widowed,5,6
Andorra,female,50,married,10,10
Andorra,female,62,married,5,8
Andorra,male,58,married,6,9
Andorra,female,32,living together as married,4,5
Andorra,female,24,single,9,8
Andorra,male,58,living together as married,5,6
Andorra,male,27,single,7,8
Andorra,male,33,married,8,8
Andorra,female,41,single,10,10
Andorra,male,33,living together as married,3,10
Andorra,male,45,living together as married,8,8
Andorra,female,34,single,10,7
Andorra,male,29,single,9,7
Andorra,male,37,living together as married,6,5
Andorra,male,53,separated,7,7
Andorra,male,33,single,7,7
Andorra,male,39,living together as married,8,10
Andorra,male,33,married,7,10
Andorra,male,35,separated,2,4
Andorra,male,36,separated,5,9
Andorra,male,24,single,7,8
Andorra,male,44,living together as married,3,8
Andorra,male,40,single,10,5
Andorra,male,32,married,7,7
Andorra,male,58,married,8,8
Andorra,male,28,divorced,6,8
Andorra,male,49,separated,10,5
Andorra,male,35,single,10,10
Andorra,male,72,single,7,7
Andorra,male,28,single,9,9
Andorra,male,31,single,9,6
Andorra,male,34,separated,10,8
Andorra,male,36,single,10,10
Andorra,male,43,separated,5,8
Andorra,male,70,married,5,7
Andorra,male,71,married,8,8
Andorra,female,55,married,8,8
Andorra,male,71,married,7,7
Andorra,male,72,married,10,9
Andorra,female,56,divorced,9,9
Andorra,female,35,separated,9,8
Andorra,female,64,widowed,8,7
Andorra,male,67,married,5,7
Andorra,male,62,single,10,8
Andorra,male,45,living together as married,6,6
Andorra,male,33,married,7,8
Andorra,male,64,married,7,8
Andorra,male,73,single,10,10
Andorra,female,59,married,8,8
Andorra,male,53,divorced,10,8
Andorra,female,48,married,10,7
Andorra,female,22,living together as married,8,7
Andorra,female,29,single,9,10
Andorra,female,33,married,8,9
Andorra,male,53,single,7,7
Andorra,male,69,widowed,5,6
Andorra,male,60,divorced,10,7
Andorra,female,66,divorced,8,8
Andorra,male,81,widowed,10,8
Andorra,male,74,living together as married,8,5
Andorra,male,81,married,7,9
Andorra,male,22,single,10,10
Andorra,male,44,married,8,8
Andorra,female,43,married,7,6
Andorra,female,58,married,9,8
Andorra,female,62,married,9,8
Andorra,female,38,living together as married,5,5
Andorra,female,43,living together as married,6,6
Andorra,female,75,widowed,9,8
Andorra,female,47,living together as married,8,7
Andorra,male,24,living together as married,8,7
Andorra,male,57,married,9,7
Andorra,female,28,living together as married,9,7
Andorra,female,30,single,9,8
Andorra,female,35,living together as married,9,7
Andorra,female,36,single,10,8
Andorra,female,46,married,8,7
Andorra,female,34,separated,9,8
Andorra,male,32,single,9,8
Andorra,male,18,single,10,9
Andorra,male,40,living together as married,9,8
Andorra,male,45,married,10,8
Andorra,male,25,married,9,8
Andorra,male,38,separated,10,8
Andorra,male,54,married,9,7
Andorra,male,22,single,9,8
Andorra,male,24,single,9,7
Andorra,male,78,married,9,7
Andorra,male,33,married,8,7
Andorra,male,22,single,8,9
Andorra,male,39,married,8,9
Andorra,male,55,married,9,7
Andorra,male,55,married,9,8
Andorra,male,32,married,8,7
Andorra,male,40,single,10,7
Andorra,male,54,living together as married,8,8
Andorra,male,41,single,8,8
Andorra,male,38,married,6,7
Andorra,male,27,single,9,9
Andorra,male,33,living together as married,9,8
Andorra,female,74,divorced,6,7
Andorra,male,62,married,9,10
Andorra,female,36,separated,10,8
Andorra,female,48,married,8,8
Andorra,female,41,married,8,8
Andorra,male,38,living together as married,4,9
Andorra,male,49,living together as married,6,7
Andorra,male,52,married,5,8
Andorra,female,51,married,4,8
Andorra,male,27,living together as married,8,8
Andorra,male,36,married,8,9
Andorra,female,26,living together as married,8,7
Andorra,female,40,living together as married,4,7
Andorra,male,48,living together as married,7,8
Andorra,male,63,married,6,8
Andorra,male,30,married,8,9
Andorra,male,38,single,9,8
Andorra,male,58,single,5,10
Andorra,male,52,married,9,8
Andorra,female,30,single,8,9
Andorra,male,20,single,9,8
Andorra,male,30,married,8,7
Andorra,male,56,divorced,9,8
Andorra,male,47,living together as married,10,8
Andorra,female,55,married,9,8
Andorra,female,42,married,9,7
Andorra,female,28,married,9,8
Andorra,male,47,living together as married,9,9
Andorra,female,40,married,8,8
Andorra,male,37,single,5,4
Andorra,male,32,married,6,10
Andorra,male,42,married,8,8
Andorra,male,45,separated,9,8
